,Kenya Shilling Monthly Average Exchange Rates\1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Month,United States dollar,Sterling pound,Euro,South Africa Rand,Uganda shilling\2,Tanzania shilling\2,Rwanda Franc,Burundi Franc,AE Dirham,Deutch Mark,Canadian dollar,French franc,Swiss franc,Dutch guilder,Italian lira,Belgium franc,Japanese yen (100),Swdish kroner,Norwegian kroner,Danish kroner,Austrian schilling,Finn marka,Spanish peseta,Indian rupee,Hong  kong dollar,Singapore dollar,Saudi riyal,Chinese Yuan,Australian dollar
2021,9,110.15,151.51,129.78,7.56,32.06,21.04,9.2,18.03,29.99,,86.98,,119.42,,,,100.06,12.75,12.74,17.44,,,,1.5,14.16,81.75,29.37,17.06,80.62
2021,10,110.86,151.58,128.6,7.44,32.28,20.78,9.17,17.94,30.18,,88.98,,119.92,,,,98.03,12.77,13.06,17.28,,,,1.48,14.25,82,29.56,17.25,81.87
2021,11,111.92,150.97,127.94,7.23,31.74,20.57,9.15,17.79,30.47,,89.19,,121.41,,,,98.12,12.75,12.86,17.19,,,,1.5,14.37,82.52,29.84,17.51,81.95
2021,12,112.91,150.15,127.64,7.1,31.49,20.4,9.18,17.65,30.74,,88.19,,122.65,,,,99.2,12.43,12.57,17.17,,,,1.5,14.48,82.8,30.09,17.73,80.74
2022,1,113.38,153.59,128.42,7.31,31.13,20.33,9.15,17.61,30.87,,89.85,,123.44,,,,98.63,12.41,12.83,17.25,,,,1.52,14.55,83.92,30.21,17.84,81.37
2022,2,113.66,153.71,128.79,7.45,30.92,20.35,9.11,17.59,30.94,,89.32,,123.15,,,,98.69,12.22,12.8,17.31,,,,1.52,14.57,84.37,30.29,17.91,81.3
2022,3,114.32,151,126.21,7.61,31.39,20.27,8.91,17.79,31.12,,90.27,,123.01,,,,96.64,11.95,12.95,16.94,,,,1.5,14.61,84.13,30.47,18.02,84.19
2022,4,115.4,150.09,125.52,7.73,30.68,20.13,8.83,17.78,31.42,,91.59,,122.7,,,,91.83,12.14,13.05,16.85,,,,1.52,14.72,84.6,30.77,17.98,85.26
2022,5,116.28,145.08,122.96,7.34,31.24,20,8.78,17.66,31.66,,90.59,,118.66,,,,90.3,11.73,12.13,16.53,,,,1.51,14.81,84.14,31,17.35,81.98
2022,6,117.29,144.83,124.14,7.44,31.91,19.87,8.72,17.54,31.93,,91.63,,121.06,,,,87.58,11.71,12.06,16.69,,,,1.5,14.94,84.79,31.26,17.53,82.55
2022,7,118.32,141.85,120.72,7.03,32.04,19.71,8.68,17.4,32.21,,91.41,,122.08,,,,86.57,11.39,11.82,16.21,,,,1.49,15.08,84.76,31.51,17.57,81.06
2022,8,119.45,143.46,121.03,7.16,32.08,19.52,8.64,17.26,32.52,,92.54,,124.89,,,,88.51,11.53,12.32,16.27,,,,1.5,15.23,86.32,31.8,17.57,83.18
2022,9,120.42,136.66,119.31,6.87,31.76,19.36,8.69,17.15,32.78,,90.47,,123.6,,,,84.26,11.06,11.76,16.02,,,,1.5,15.34,85.2,32.03,17.16,80.51
2022,10,121.03,136.6,119.03,6.69,31.61,19.27,8.8,17.08,32.95,,88.34,,121.71,,,,82.32,10.89,11.45,16.03,,,,1.47,15.42,85.05,32.2,16.84,77.2
2022,11,121.9,142.97,124.17,6.96,30.85,19.13,8.79,16.97,33.19,,90.64,,126.14,,,,85.6,11.42,12.01,16.7,,,,1.49,15.57,87.84,32.43,16.98,80.33
2022,12,122.93,149.8,130,7.12,30.01,18.98,8.73,16.85,33.47,,90.56,,131.77,,,,90.91,11.85,12.46,17.48,,,,1.49,15.79,90.85,32.69,17.6,82.95
2023,1,123.93,151.33,133.43,7.25,29.79,18.85,8.67,16.73,33.74,,92.25,,133.98,,,,95.05,11.91,12.46,17.94,,,,1.51,15.85,93.46,32.99,18.24,86.01
2023,2,125.45,151.87,134.53,7.03,29.36,18.64,8.66,16.55,34.15,,93.37,,135.8,,,,94.66,12.03,12.28,18.08,,,,1.52,15.99,94.36,33.44,18.38,86.83
2023,3,129.74,157.35,138.79,7.09,28.84,18.04,8.43,16.03,35.32,,94.8,,140.07,,,,96.95,12.37,12.32,18.65,,,,1.58,16.53,96.7,34.55,18.8,86.66
2023,4,134.4,167.26,147.39,7.4,27.87,17.45,8.24,15.49,36.6,,99.75,,149.56,,,,100.71,13,12.82,19.77,,,,1.64,17.12,100.93,35.83,19.51,90.04
2023,5,137.26,171.35,149.22,7.22,27.18,17.18,8.16,18.83,37.38,,101.68,,153.11,,,,100.14,13.15,12.73,20.04,,,,1.67,17.52,102.5,36.6,19.65,91.38
2023,6,139.73,176.27,151.37,7.46,26.54,17.08,8.18,20.22,38.04,,105.12,,155.22,,,,99.12,12.98,12.95,20.34,,,,1.7,17.84,103.86,37.25,19.52,93.96
2023,7,141.45,182.06,156.29,7.76,25.93,17.26,8.26,20.01,38.51,,107.01,,161.76,,,,100.16,13.43,13.76,20.98,,,,1.72,18.09,105.92,37.71,19.67,95.24
2023,8,143.93,182.92,157.1,7.69,25.61,17.31,8.22,19.68,39.19,,106.86,,163.93,,,,99.45,13.32,13.79,21.09,,,,1.74,18.39,106.62,38.37,19.86,93.49
2023,9,146.77,182.29,156.89,7.74,25.48,17.04,8.16,19.3,39.96,,108.44,,163.57,,,,99.46,13.25,13.69,21.04,,,,1.77,18.75,107.69,39.13,20.11,94.31
2023,10,149.40,181.86,157.77,7.83,25.13,16.76,8.17,19.00,40.67,,108.99,,165.14,,,,99.86,13.54,13.57,21.14,,,,1.80,19.09,109.09,39.83,20.45,94.73
